Company name,CEO,TEL,Address,Category
(주)거산건설,장시중,054-782-2227,(36322) 경상북도 울진군 울진읍 울진중앙로 218,"[토목공사업][16-0993][정상]/[건축공사업][16-0635][정상]/[토공사업][경북울진 2008-02-1][폐업 : 2012-01-18]/[도장ㆍ습식방수ㆍ석공사업][경북울진-2007-5-1][정상]/  ㄴ(주력분야:도장공사,습식ㆍ방수공사)/[도장공사업][경북울진-2007-5-1][대업종전환]/[조경식재ㆍ시설물공사업][경북울진2022-마-1][정상]/  ㄴ(주력분야:조경식재공사,조경시설물설치공사)/[철근ㆍ콘크리트공사업][경북울진제2002-10-15호][폐업 : 2017-01-02]/[시설물유지관리업][경북울진2012-29-1][정상]"
(주)거산종합건설,"이성운,김윤경",070-4177-0090,(14629) 경기도 부천시 심곡동 444-3,[건축공사업][10-2810][정상]
(주)거산종합건설,전근표,033-254-0485,(24210) 강원도 춘천시 동면 장학리 785-15 2층,"[토목공사업][110312][정상]/[건축공사업][01-1706][정상]/[조경식재ㆍ시설물공사업][춘천2020-16-04][정상]/  ㄴ(주력분야:조경식재공사,조경시설물설치공사)/[조경식재공사업][춘천2020-16-04][대업종전환]/[시설물유지관리업][홍천-05-29-01][정상]"
(주)거산종합건설,이채평,061-795-1126,(57796) 전라남도 광양시 중동 1871-5 2층,[건축공사업][060431][정상]/[시설물유지관리업][대전중구 04-29-02][정상]/[습식ㆍ방수공사업][대전 92-03-13][폐업 : 2012-10-09]
(주)거산종합건설,강효석,041-577-0898,(31204) 충청남도 천안시 동남구 신방동 1089,[건축공사업][13-0591][정상]
(주)거성건설,김갑중,031-756-8380,(13439) 경기도 성남시 중원구 여수동 205， 501호(신야탑푸르지오시티1),[건축공사업][10-3158][정상]
(주)거성리젠시원,조수현,02-354-1345,"(03384) 서울특별시 은평구 녹번동 83-43 , 3층(녹번동, 신한빌딩)",[건축공사업][01-3513][정상]
(주)거성종합건설,김명지,031-458-1900,(15880) 경기도 군포시 부곡동 1120-1 302호,[건축공사업][10-2602][정상]
(주)거암디엔씨,박필제,051-254-4483,(48417) 부산광역시 남구 문현동 119-56， 1층,[건축공사업][02-1879][정상]/[상ㆍ하수도설비공사업][부산진2007-13-02][정상]/  ㄴ(주력분야:상ㆍ하수도설비공사)/[기계설비공사업][부산남구2020-10-01][대업종전환]/[상ㆍ하수도설비공사업][부산진2007-13-02][대업종전환]/[기계가스설비공사업][부산남구2020-10-01][정상]/  ㄴ(주력분야:기계설비공사)/[시설물유지관리업][부산서구제03-29-02호][정상]
(주)거영종합건설,김병규,055-754-3004,"(52852) 경상남도 진주시 충의로 20-16, 4층(충무공동, 401호)",[건축공사업][17-0923][정상]
(주)거주건설,"신병철,나성채",062-526-0045,(61115) 광주광역시 북구 운암동 133-9 2층,[건축공사업][05-1168][정상]/[도장ㆍ습식방수ㆍ석공사업][광주96-03-02][정상]/  ㄴ(주력분야:습식ㆍ방수공사)/[시설물유지관리업][광주북2001-29-08][정상]/[습식ㆍ방수공사업][광주96-03-02][대업종전환]
(주)거진,이명숙,055-277-0307,"(51163) 경상남도 창원시 의창구 도계두리길 108-11, 2층 (도계동)",[토목공사업][16-0370][정상]/[건축공사업][01-2949][정상]
(주)거창종합건설,최성진,070-7585-1196,(03466) 서울특별시 은평구 응암동 427-106 2층,[건축공사업][01-5234][정상]
(주)거탑이앤지,신기봉,02-2247-5196,"(05703) 서울특별시 송파구 가락동 17-4 , 303호",[건축공사업][01-5238][정상]/[시설물유지관리업][동대문-09-29-5][정상]
(주)거평종합건설,민선기,031-656-6222,"(17868) 경기도 평택시 용이동 444-7, 10호",[건축공사업][04-1059][정상]
(주)거한건설,안성호,032-885-2211,(22329) 인천광역시 중구 선화동 33-2 101호(현대빌딩),[건축공사업][04-1023][정상]/[실내건축공사업][인천중구2007-01-01][대업종전환]/[실내건축공사업][인천중구2007-01-01][정상]/  ㄴ(주력분야:실내건축공사)/[금속창호ㆍ지붕건축물조립공사업][인천중구 2011-07-02][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[금속구조물ㆍ창호ㆍ온실공사업][인천중구 2011-07-02][대업종전환]
(주)거흥산업,"변영호,백남극",02-588-5288,(08506) 서울특별시 금천구 가산동 371-50 1504호,[건축공사업][01-2937][정상]/[철강구조물공사업][94-서울-21-56][정상]/  ㄴ(주력분야:철강구조물공사)/[강구조물공사업][94-서울-21-56][대업종전환]
(주)건강,이계혁,042-537-1122,(34831) 대전광역시 중구 선화동 83-1，106호,[건축공사업][06-0584][정상]
(주)건곤종합건설,조남운,063-252-3799,(54973) 전라북도 전주시 완산구 중화산동2가 578-5 301호(중화산동2가,[건축공사업][14-0684][정상]
(주)건구건설,권혁영,054-458-1454,(39252) 경상북도 구미시 구미대로32길 9， 2층(신평동),[건축공사업][16-0072][정상]
(주)건국종합건설,노승호,054-252-6035,(37803) 경상북도 포항시 남구 희망대로 1055(송도동),[건축공사업][02-1141][폐업 : 2019-12-17]/[건축공사업][04-1029][정상]
(주)건국종합건설,박형기,031-572-8761,"(12113) 경기도 남양주시 별내동 998 ,807-2호",[건축공사업][10-3016][정상]
(주)건도종합건설,조홍국,054-458-0487,(39325) 경상북도 구미시 상사서로 241， 3층(사곡동),[건축공사업][16-0387][정상]
(주)건맥엔지니어링건설,김명규,02-572-7408,(05855) 서울특별시 송파구 문정동 651 B동1211호,[건축공사업][01-4081][정상]/[시설물유지관리업][서초-02-29-02][정상]
(주)건명,류정,031-438-7220,(15886) 경기도 군포시 대야미동 642-7 205호,[건축공사업][10-3812][정상]/[시설물유지관리업][동작98-30-1][정상]
(주)건물과사람들,최창욱,02-3474-5001,"(06627) 서울특별시 서초구 서초동 1337-3 , 205호(서초동, 강남역푸르지오시티)",[건축공사업][01-4217][정상]
(주)건보건설,김유성,032-715-5081,(21620) 인천광역시 남동구 수산동 352-1,[건축공사업][건축-04-0704][정상]
(주)건설미공,민근식,042-935-5580,(34344) 대전광역시 대덕구 상서동 323-12,[건축공사업][06-0693][정상]/[실내건축공사업][대전95-1-8][대업종전환]/[실내건축공사업][대전95-1-8][정상]/  ㄴ(주력분야:실내건축공사)/[금속창호ㆍ지붕건축물조립공사업][대전95-8-5][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[도장공사업][대전99-5-8][자진반납 : 2004-09-14]/[철근ㆍ콘크리트공사업][대전98-10-12][자진반납 : 2004-09-14]/[시설물유지관리업][대전대덕06-29-3][정상]/[금속구조물ㆍ창호ㆍ온실공사업][대전95-8-5][대업종전환]
(주)건설신화,"방호준,방정대",054-774-7555,(38219) 경상북도 경주시 양남면 나아리 849 2층,[건축공사업][16-0887][정상]/[철근ㆍ콘크리트공사업][경북경주2008-09-08][폐업 : 2019-11-14]/[철근ㆍ콘크리트공사업][경북경주2001-10-05][자진반납 : 2004-12-30]/[시설물유지관리업][경북경주99-29-07][정상]
(주)건승,오관수,061-373-3788,(58125) 전라남도 화순군 화순읍 만연리 209 5층(봉령빌딩),[토목공사업][150768][정상]/[건축공사업][150647][정상]
(주)건안건설,박기환,051-703-6301,"(47754) 부산광역시 동래구 안락동 420-28 ,2층",[건축공사업][02-1480][정상]/[철근ㆍ콘크리트공사업][해운대2014-09-04][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][해운대2014-09-04][대업종전환]
(주)건양기술공사건축사사무소,"유대현,이구병",043-252-2441,(28540) 충북 청주시 청원구 우암동 295-5,[토목공사업][12-0441][정상]/[건축공사업][12-0579][정상]/[토공사업][충북청주 제99-02-1호][폐업 : 2006-09-07]/[철근ㆍ콘크리트공사업][충북청주 제99-10-1호][폐업 : 2006-09-07]/[상ㆍ하수도설비공사업][충북청주 제99-13-1호][폐업 : 2006-09-07]/[보링ㆍ그라우팅공사업][충남 제96-14-4호][폐업 : 2006-09-07]/[시설물유지관리업][충북청주 제99-30-1호][정상]
(주)건양종합건설,양현수,031-906-0977,"(10387) 경기도 고양시 일산서구 주엽동 18 ,407호",[건축공사업][10-2684][정상]
(주)건영건설,김은정,061-452-7400,(58531) 전라남도 무안군 무안읍 성남리 360-5,[건축공사업][05-0472][정상]
(주)건영씨앤씨,이용희,02-6900-5352,(06661) 서울특별시 서초구 방배동 894-21， 3층,[건축공사업][01-2983][정상]
(주)건영종합건설,이용재,031-217-2202,"(16582) 경기도 수원시 권선구 권선동 1064-7 ,3층",[건축공사업][10-2997][정상]
(주)건오토건,강혜원,033-745-0492,(26470) 강원도 원주시 관설동 1426-39 1층,[건축공사업][10-3042][정상]
(주)건우건설,박현충,070-8785-8885,(14059) 경기도 안양시 동안구 평촌동 126-1 718호(평촌동， 두산벤처다임),[건축공사업][10-2231][정상]/[시설물유지관리업][안양-09-29-06][정상]
(주)건우건업,이정진,031-703-0452,(13496) 경기 성남시 분당구 야탑동 342-1 야탑리더스빌딩 505호,[건축공사업][10-3849][정상]/[실내건축공사업][성남19-1-12][대업종전환]/[실내건축공사업][성남19-1-12][정상]/  ㄴ(주력분야:실내건축공사)/[미장ㆍ방수공사업][성남00-03-1][폐업 : 2012-07-19]/[도장ㆍ습식방수ㆍ석공사업][성남00-03-1][정상]/  ㄴ(주력분야:습식ㆍ방수공사)/[철근ㆍ콘크리트공사업][성남01-10-11][폐업 : 2018-08-06]/[시설물유지관리업][성남13-29-1][정상]/[습식ㆍ방수공사업][성남00-03-1][대업종전환]
(주)건우이앤씨,김윤경,031-443-5811,"(14118) 경기도 안양시 동안구 호계동 555-34 ,712호,713호,714호,715호 안양2차에스케이브이1센터",[건축공사업][10-3836][정상]/[지반조성ㆍ포장공사업][영등포06-02-03][정상]/  ㄴ(주력분야:토공사)/[토공사업][영등포06-02-03][대업종전환]/[비계ㆍ구조물해체공사업][안양-12-06-01][대업종전환]/[구조물해체ㆍ비계공사업][안양-12-06-01][정상]/  ㄴ(주력분야:구조물해체ㆍ비계공사)/[철근ㆍ콘크리트공사업][영등포07-10-02][폐업 : 2012-04-17]/[철물공사업][영등포01-11-05][자진반납 : 2004-12-01]/[시설물유지관리업][안양-19-29-06][정상]
(주)건우종합건설,박재필,032-325-1641,"(14548) 경기도 부천시 중동 1146 ,402호",[건축공사업][10-2700][정상]
(주)건우종합건설,박성은,041-853-0423,(32543) 충청남도 공주시 웅진동 665-3,[건축공사업][10-2676][정상]
(주)건우종합건설,현명숙,041-663-1333,(32005) 충청남도 서산시 예천동 223,[건축공사업][01-4560][정상]
(주)건우특수건설,류창수,062-373-8538,(62049) 광주 서구 풍암동 993,[건축공사업][05-1207][정상]/[도장ㆍ습식방수ㆍ석공사업][광주제95-03-11][정상]/  ㄴ(주력분야:습식ㆍ방수공사)/[철물공사업][광주서2000-11-03][자진반납 : 2002-02-22]/[시설물유지관리업][광주서2001-29-03][정상]/[습식ㆍ방수공사업][광주제95-03-11][대업종전환]
(주)건원종합건설,이택균,02-878-5030,(02197) 서울특별시 중랑구 면목동 105-4，202호(면목동，건원베스트원),[건축공사업][01-3475][정상]
(주)건융,신승곤,033-631-0598,(24755) 강원도 고성군 토성면 교암리 4,[토목공사업][30071][정상]/[건축공사업][11-0495][정상]/[지반조성ㆍ포장공사업][강원고성2018-14-01][정상]/  ㄴ(주력분야:포장공사)/[포장공사업][강원고성2018-14-01][대업종전환]/[시설물유지관리업][강원고성2015-29-01][정상]
(주)건융종합건설,고민성,031-752-8175,(13368) 경기도 성남시 중원구 성남동 3785 ，4층(성남동),[건축공사업][01-0928][정상]/[실내건축공사업][성남07-01-7][대업종전환]/[실내건축공사업][성남07-01-7][영업정지 : 2022-02-03~2022-05-18]/  ㄴ(주력분야:실내건축공사)
(주)건인씨엔알,차창진,02-3401-0204,(07424) 서울특별시 영등포구 신길동 448-16 402호,[건축공사업][01-5109][정상]/[도장ㆍ습식방수ㆍ석공사업][부산금정2004-5-01][정상]/  ㄴ(주력분야:도장공사)/[도장공사업][부산금정2004-5-01][대업종전환]/[철근ㆍ콘크리트공사업][부산중구2004-10-02][자진반납 : 2004-05-25]/[조경식재공사업][송파-11-16-04][폐업 : 2021-11-30]/[시설물유지관리업][수원00-30-15][정상]/[습식ㆍ방수공사업][송파-10-03-02][폐업 : 2021-11-30]/[금속구조물ㆍ창호ㆍ온실공사업][송파-11-07-01][폐업 : 2021-11-30]
(주)건인종합건설,김태겸,031-719-0792,"(16006) 경기도 의왕시 포일동 653 ,디동 519호",[건축공사업][04-0774][정상]
(주)건일,안인환,043-295-0482,(28187) 충청북도 청주시 상당구 남일면 효촌송암1길 41,[토목공사업][12-0472][정상]/[건축공사업][12-0310][정상]/[시설물유지관리업][충북청주 20-29-11][정상]
(주)건창종합건설,강인순,031-461-1839,"(16079) 경기도 의왕시 삼동 745 , 11층 1동1112호",[건축공사업][10-3648][정상]
(주)건축시대,임병훈,043-295-9995,(28338) 충청북도 청주시 청원구 율량동 1224， 3층,[건축공사업][04-1135][정상]
(주)건축중심,이준호,02-3402-2742,"(05643) 서울특별시 송파구 방이동 124-8 , 303호((방이동)",[건축공사업][01-4689][정상]
(주)건형,구혜경,02-866-4905,(08536) 서울특별시 금천구 독산동 955 1층， 114호,[건축공사업][01-4090][정상]
(주)건휘건설,백인호,02-3448-4351,(06026) 서울특별시 강남구 신사동 629-26，1102호(현대벨로스),[건축공사업][01-4740][정상]
(주)걸리버종합건설,방효철,042-822-0460,"(34097) 대전광역시 유성구 죽동 623-4, 3층",[건축공사업][06-0578][정상]
(주)견준씨에스,강명원,02-900-0911,(01479) 서울특별시 도봉구 창동 482-13,[건축공사업][01-5208][정상]/[도장ㆍ습식방수ㆍ석공사업][의정부2010-03-1][정상]/  ㄴ(주력분야:습식ㆍ방수공사)/[시설물유지관리업][의정부2012-29-2][정상]/[습식ㆍ방수공사업][의정부2010-03-1][대업종전환]
(주)경국건설,김오섭,055-372-0402,(50600) 경상남도 양산시 물금읍 범어리 679-13,[건축공사업][17-1080][정상]/[창호공사업][경남양산2001-08-02][자진반납 : 2004-10-13]/[기계설비공사업][양산2011-10-01][대업종전환]/[기계가스설비공사업][양산2011-10-01][정상]/  ㄴ(주력분야:기계설비공사)/[시설물유지관리업][경남양산2002-29-01][정상]
(주)경기종합건설,신윤하,031-947-8040,(10922) 경기도 파주시 금능동 213-3 303호,[건축공사업][10-5569][정상]
(주)경남종합건설,정연도,055-313-2999,(51006) 경상남도 김해시 칠산로151번길 64(이동),[건축공사업][02-0944][정상]
(주)경도건설,임정수,055-384-5717,(50502) 경상남도 양산시 하북면 통도사로 75-1 ， 2층,[건축공사업][17-0894][정상]
(주)경도종합건설,고병태,052-256-8504,"(44686) 울산광역시 남구 신정동 61, 2층",[건축공사업][07-320][정상]
(주)경도종합건설,문성환,053-631-0412,(42814) 대구광역시 달서구 상인동 1553-2,[건축공사업][03-0285][정상]
(주)경도종합건설,김진심,051-831-1978,(46726) 부산광역시 강서구 명지동 3602-2 명지에프앤비 1101호,[토목건축공사업][07-0049][폐업 : 2012-09-13]/[토목공사업][02-0036][폐업 : 2007-02-15]/[토목공사업][02-0198][정상]/[건축공사업][02-0914][정상]/[건축공사업][02-0163][폐업 : 2007-02-15]
(주)경도종합건설,이충섭,033-765-5632,(26309) 강원도 원주시 소초면 수암리 1359-1,[건축공사업][150904][정상]
(주)경동,지이환,041-675-4903,(32144) 충청남도 태안군 태안읍 남문리 708-6,"[건축공사업][13-0670][정상]/[도장ㆍ습식방수ㆍ석공사업][충남태안2019-03-01][정상]/  ㄴ(주력분야:습식ㆍ방수공사,석공사)/[철근ㆍ콘크리트공사업][충남태안2021-09-04][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][충남태안2021-09-04][대업종전환]/[시설물유지관리업][충남 태안 09-29-01][정상]/[습식ㆍ방수공사업][충남태안2019-03-01][대업종전환]"
(주)경동종합건설,신승권,033-681-0930,(24736) 강원도 고성군 간성읍 신안리 162,[토목공사업][110685][정상]/[건축공사업][11-0684][정상]/[시설물유지관리업][강원고성2015-29-02][정상]
(주)경동종합건설,김성진,052-977-8100,"(44713) 울산광역시 남구 삼산동 1565-5, 4층",[건축공사업][07-0351][정상]
(주)경동하우징,송득종,02-356-7871,(07214) 서울특별시 영등포구 당산동5가 11-30 7층,"[건축공사업][01-3127][정상]/[실내건축공사업][은평-06-01-1][폐업 : 2019-06-11]/[실내건축공사업][영등포22-나-02][정상]/  ㄴ(주력분야:실내건축공사)/[도장ㆍ습식방수ㆍ석공사업][영등포19-05-01][정상]/  ㄴ(주력분야:도장공사,습식ㆍ방수공사)/[도장공사업][영등포19-05-01][대업종전환]/[상ㆍ하수도설비공사업][은평-2017-11-1][정상]/  ㄴ(주력분야:상ㆍ하수도설비공사)/[기계설비공사업][은평-98-12-1][대업종전환]/[상ㆍ하수도설비공사업][은평-2017-11-1][대업종전환]/[기계가스설비공사업][은평-98-12-1][정상]/  ㄴ(주력분야:기계설비공사)/[가스난방공사업][은평-01-27-3-7][정상]/  ㄴ(주력분야:가스시설공사(제3종),난방공사(제1종))/[가스시설시공업 제3종][은평-01-27-3-7][대업종전환]/[난방시공업 제1종][은평-02-28-1-10][대업종전환]/[시설물유지관리업][은평-08-29-4][정상]/[습식ㆍ방수공사업][영등포19-03-01][대업종전환]"
(주)경민종합건설,김동현,051-503-0901,(47875) 부산광역시 동래구 사직동 100-1 3층,[건축공사업][17-0673][정상]
(주)경민종합건설,박경민,055-328-2340,(50950) 경상남도 김해시 구지로 6 (내동),[토목공사업][16-0173][정상]/[건축공사업][17-0692][정상]
(주)경민종합건설,장민수,043-217-0992,(27012) 충청북도 단양군 단양읍 상진리 992,[건축공사업][12-0501][정상]
(주)경민종합건설,김상례,031-945-0494,"(10944) 경기도 파주시 아동동 61-5 ,2층",[건축공사업][10-3210][정상]
(주)경보종합건설,김용환,051-517-0701,(48943) 부산광역시 중구 중앙동5가 18 2층 203-2호,[토목건축공사업][1608][폐업 : 2017-12-15]/[건축공사업][02-1355][정상]
(주)경복종합건설,이상화,051-754-8207,(48262) 부산광역시 수영구 광안동 776-3 204호,[건축공사업][02-1577][정상]
(주)경북산업건설,이금식,053-572-5407,(42733) 대구 달서구 본동 1149-1,[건축공사업][03-0866][정상]/[시설물유지관리업][대구 달서구 2009-29-01][정상]
(주)경성건업,오성원,033-572-6025,(25912) 강원도 삼척시 교동 501-5 상가동 203호,[건축공사업][11-0618][정상]/[시설물유지관리업][대구북구 2012-29-4][정상]
(주)경성리츠,채창일,051-204-7667,(48059) 부산광역시 해운대구 재송동 1216 718호,[건축공사업][02-0921][정상]
(주)경성종합건설,이안나,051-754-8207,(48744) 부산광역시 동구 범일동 830-271,[건축공사업][02-1680][정상]
(주)경송산업개발,이병곤,070-4235-0134,(58827) 전라남도 신안군 압해읍 천사로 981,[건축공사업][151028][정상]/[시설물유지관리업][목포 2013-29-01][정상]
(주)경수산업,김경수,031-635-6360,(17344) 경기도 이천시 송정동 207-1,[건축공사업][10-3632][정상]
(주)경양건설,이근수,033-553-1122,(26017) 강원도 태백시 황지동 산53-1,[토목공사업][16-0055][정상]/[건축공사업][11-0480][정상]
(주)경은종합건설,김경동,051-724-2870,(46070) 부산광역시 기장군 기장읍 대라리 144-4 1002호,[건축공사업][02-1220][정상]
(주)경은종합건설,주영철,041-523-0587,(31108) 충청남도 천안시 서북구 성정동 1210,[건축공사업][13-0776][정상]
(주)경인건설,김호경,031-391-8615,(15871) 경기도 군포시 당동 961-4,[건축공사업][10-3788][정상]/[지반조성ㆍ포장공사업][군포2016-02-01][정상]/  ㄴ(주력분야:토공사)/[토공사업][군포2016-02-01][대업종전환]/[철근ㆍ콘크리트공사업][군포 2014-09-0001][정상]/  ㄴ(주력분야:철근ㆍ콘크리트공사)/[철근ㆍ콘크리트공사업][군포2006-10-0002][등록말소 : 2009-07-24]/[철근ㆍ콘크리트공사업][군포 2014-09-0001][대업종전환]/[시설물유지관리업][군포2018-29-03][정상]
(주)경진종합건설,김남표,031-794-2795,(13024) 경기도 하남시 창우동 430，3층,[건축공사업][10-3140][정상]
(주)경형산업,최용욱,02-898-0481,(14260) 경기 광명시 하안동 460,[건축공사업][10-3769][정상]/[금속창호ㆍ지붕건축물조립공사업][영등포92-8-2][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[창호공사업][92-08-10][자진반납 : 2005-02-15]/[철물공사업][92-11-7][자진반납 : 2005-02-15]/[시설물유지관리업][영등포99-30-11][정상]/[금속구조물ㆍ창호ㆍ온실공사업][영등포92-8-2][대업종전환]
(주)계룡종합건설,전영복,033-646-1330,(25484) 강원도 강릉시 포남동 1223 1층,[건축공사업][11-0454][정상]
(주)계림건설,오동록,042-632-0795,"(35072) 대전광역시 중구 산성동 117-5, 푸른크리닉 402호",[토목공사업][06-0087][자진반납 : 2002-02-08]/[건축공사업][06-0145][정상]/[조경공사업][06-0006][자진반납 : 2002-03-23]
(주)계명산업개발,조희선,031-761-3304,"(12796) 경기도 광주시 오포읍 양벌리 208-17 ,2층",[건축공사업][10-2710][정상]
(주)계명종합건설,이석관,051-758-6661,(47211) 부산광역시 부산진구 양정동 359-5 201호,[건축공사업][02-0777][정상]
(주)계산엔지니어링,이종륜,02-355-7723,"(03454) 서울특별시 은평구 응암동 116-26 , 2층 201호(응암동, 드림캐시아)",[건축공사업][01-3848][정상]
(주)계선,"장충섭,장윤일",02-733-5131,(06053) 서울특별시 강남구 논현동 83-21,[건축공사업][01-3573][정상]/[실내건축공사업][서울82-01-9][대업종전환]/[실내건축공사업][서울82-01-9][정상]/  ㄴ(주력분야:실내건축공사)/[금속창호ㆍ지붕건축물조립공사업][서울-82-8-244][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[도장ㆍ습식방수ㆍ석공사업][서울82-05-211][정상]/  ㄴ(주력분야:도장공사)/[도장공사업][서울82-05-211][대업종전환]/[철물공사업][서울82-11-244][자진반납 : 2005-05-25]/[금속구조물ㆍ창호ㆍ온실공사업][서울-82-8-244][대업종전환]
(주)계향종합건설,송명철,032-555-0081,(21087) 인천 계양구 계산1동 990-10 청호빌딩 301호,[건축공사업][040157][정상]
(주)고구려씨앤디,곽한일,051-819-9474,(46313) 부산광역시 금정구 서동 147-47 101호,[건축공사업][02-1048][정상]
(주)고도이엔씨,전해길,041-564-3351,"(31416) 충청남도 아산시 음봉면 산동리 917-14, 2층",[건축공사업][13-0557][정상]/[금속창호ㆍ지붕건축물조립공사업][충남아산2020-07-03][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[비계ㆍ구조물해체공사업][충남천안2016-06-01][대업종전환]/[구조물해체ㆍ비계공사업][충남천안2016-06-01][정상]/  ㄴ(주력분야:구조물해체ㆍ비계공사)/[습식ㆍ방수공사업][충남천안2016-03-01][폐업 : 2018-01-19]/[금속구조물ㆍ창호ㆍ온실공사업][충남아산2020-07-03][대업종전환]/[금속구조물ㆍ창호ㆍ온실공사업][충남아산 2013-07-01][폐업 : 2018-01-19]
(주)고든종합건설,임재군,031-998-7758,(10118) 경기도 김포시 풍무동 740 상가동 지1층 101호,[건축공사업][02-1906][정상]
(주)고려개발,김광수,033-462-2076,(24631) 강원도 인제군 인제읍 상동리 357-10，4층 401호,[토목건축공사업][110131][폐업 : 2012-06-21]/[토목공사업][11-0729][정상]/[토목공사업][11-0444][자진반납 : 2005-03-31]/[건축공사업][11-0338][정상]/[실내건축공사업][인제2022-01-01][정상]/  ㄴ(주력분야:실내건축공사)/[금속창호ㆍ지붕건축물조립공사업][인제2022-07-01][정상]/  ㄴ(주력분야:금속구조물ㆍ창호ㆍ온실공사)/[도장ㆍ습식방수ㆍ석공사업][인제2022-03-01][정상]/  ㄴ(주력분야:습식ㆍ방수공사)/[시설물유지관리업][인제2012-29-03][정상]
(주)고려건설,김상우,031-314-8939,(14948) 경기도 시흥시 신천동 741 2층,[건축공사업][04-1196][정상]
(주)고려엔지니어링종합건설,한윤철,051-501-2366,"(47810) 부산광역시 동래구 복천동 295-5 301호,502호(복천동,동림빌딩)",[토목공사업][02-0279][정상]/[건축공사업][02-1320][정상]/[시설물유지관리업][부산동래2015-29-2][정상]
(주)고려종합건설,김대호,031-527-0883,(11956) 경기도 구리시 아천동 356-2,[건축공사업][10-3331][정상]
(주)고산건설,하성호,051-863-0077,(47517) 부산광역시 연제구 거제동 1463-1,[건축공사업][02-1740][정상]/[실내건축공사업][부산연제 2010-01-02][폐업 : 2016-05-17]/[지반조성ㆍ포장공사업][부산연제2020-12-02][정상]/  ㄴ(주력분야:보링ㆍ그라우팅ㆍ파일공사)/[기계설비공사업][부산99-12-12][대업종전환]/[기계가스설비공사업][부산99-12-12][정상]/  ㄴ(주력분야:기계설비공사)/[보링ㆍ그라우팅공사업][부산연제2020-12-02][대업종전환]/[시설물유지관리업][부산사하2001-29-01][정상]
(주)고산건설,황인용,061-335-9997,(57502) 전라남도 곡성군 옥과면 죽림리 125-12 2층,"[건축공사업][151064][정상]/[실내건축공사업][광주서2007-01-01][대업종전환]/[실내건축공사업][광주서2007-01-01][정상]/  ㄴ(주력분야:실내건축공사)/[도장ㆍ습식방수ㆍ석공사업][광주서’06-05-01][정상]/  ㄴ(주력분야:도장공사,습식ㆍ방수공사)/[도장공사업][광주서’06-05-01][대업종전환]/[시설물유지관리업][순천 2007-29-01][정상]/[습식ㆍ방수공사업][광주서2006-03-03][대업종전환]"
(주)고산종합건설,조형일,041-558-0055,(31156) 충청남도 천안시 서북구 불당동 1535,[건축공사업][13-0780][정상]
(주)고성디자인엔지니어링,유종길,02-544-9615,(06140) 서울특별시 강남구 역삼동 670-17,[건축공사업][01-5101][정상]/[실내건축공사업][강동-99-01-3][대업종전환]/[실내건축공사업][강동-99-01-3][정상]/  ㄴ(주력분야:실내건축공사)/[시설물유지관리업][강남-20-29-05][정상]
(주)고센건설,지재성,051-515-3653,(46248) 부산광역시 금정구 장전동 62-17,[건축공사업][02-1848][정상]/[도장ㆍ습식방수ㆍ석공사업][부산금정2018-05-01][정상]/  ㄴ(주력분야:도장공사)/[도장공사업][부산금정2018-05-01][대업종전환]/[시설물유지관리업][부산연제99-29-06][정상]
(주)고암,조일환,02-326-3011,(07222) 서울 영등포구 당산동6가 327,[건축공사업][01-4786][정상]/[기계설비공사업][영등포19-10-03][대업종전환]/[기계가스설비공사업][영등포19-10-03][정상]/  ㄴ(주력분야:기계설비공사)/[시설물유지관리업][영등포05-29-01][정상]
(주)고양종합건설,김이태,031-864-2713,"(11317) 경기도 동두천시 생연동 427-18 ,2층",[건축공사업][10-3106][정상]
(주)고웅종합건설,김대영,051-904-0482,(47543) 부산광역시 연제구 거제동 453-10,[건축공사업][02-1610][정상]
(주)고흥종합건설,김상진,02-2668-1450,(07519) 서울특별시 강서구 방화동 839 방화2단지아파트 상가동 204호,[건축공사업][01-5107][정상]/[상ㆍ하수도설비공사업][강서-16-11-01][정상]/  ㄴ(주력분야:상ㆍ하수도설비공사)/[상ㆍ하수도설비공사업][강서-16-11-01][대업종전환]/[시설물유지관리업][제주제주2006-29-05][정상]
(주)골드종합건설,구형회,032-710-7652,"(21644) 인천광역시 남동구 고잔동 648-1 , 남동테크노타워 1001호",[건축공사업][02-1639][정상]
(주)공간개발,최영은,063-241-2709,"(54966) 전라북도 전주시 완산구 효자동2가 1231-7 ,301-1호(효자동2가)",[건축공사업][14-0759][정상]/[실내건축공사업][전남곡성2000-01-01][폐업 : 2005-07-06]/[철근ㆍ콘크리트공사업][전남곡성99-10-01][폐업 : 2008-12-24]/[상ㆍ하수도설비공사업][전남곡성2000-13-03][폐업 : 2008-12-24]/[시설물유지관리업][곡성2009-29-02][정상]
